product_category,product_subcategory,ID Odoo,Producto Odoo,EAN,Marca,Peso,Mix Actual,Mercadito - Bruto,Mercadito - Neto,Coto - Bruto,Carrefour - Bruto,Dia - Bruto,Coto - Neto,Carrefour - Neto,Dia - Neto,El almacencito  - Neto,Consignatario Día - Neto,Distribuidora Cervantes - Neto,Satelite - Neto,Satelite - Neto en cantidad,Ideal - Neto,Ideal - Neto en cantidad,Verdulería TATO - Neto,Verdulería Don José - Neto
LACTEOS,0614 - POSTRES,3171,Postre ILOLAY Vainilla 120 gr,7790787087167,ILOLAY,0.12,0.00%,821,821,,,,,,,,,,,,,,,
LACTEOS,0614 - POSTRES,5414,Postre ILOLAY Vainilla con confites 110 gr,7790787087204,ILOLAY,0.11,0.00%,"2,589","1,866","2,589",,,"2,589",,,,,,,,,,,
LACTEOS,0614 - POSTRES,5456,Postre SERENITO Dulce de leche 100 gr,7791337000698,SERENITO,0.1,0.00%,"1,725","1,725",,,,,,,,,,,,,,,
LACTEOS,0614 - POSTRES,5457,Postre SERENITO Vainilla 95 gr,7791337008434,SERENITO,0.1,0.00%,"1,980","1,755","1,980",,,"1,485",,,,,,,,,,,
LACTEOS,0614 - POSTRES,5458,Postre SERENITO Vainilla con confites 120 gr,7791337008472,SERENITO,0.12,0.00%,"3,500","3,108","3,500",,,"2,625",,,,,,,,,,,
LACTEOS,0615 - YOGUR CON CEREALES,3172,Yogur ILOLAY Entero con cereal 165 gr,7790787960477,ILOLAY,0.17,0.10%,"1,720","1,720",,"1,720",,,"1,720",,,,,,,,,,
LACTEOS,0615 - YOGUR CON CEREALES,5445,Yogur LA SERENISIMA Entero con cereal 159 gr,7791337007390,LA SERENISIMA,0.16,0.00%,"2,565","2,261","2,565","2,559","2,565","2,565","2,559","1,660",,,,,,,,,
LACTEOS,0616 - YOGUR CON FRUTAS,5413,Yogur ILOLAY Entero con duraznos 150 gr,7790787960354,ILOLAY,0.15,0.00%,"1,508","1,311","1,575","1,440",,"1,181","1,440",,,,,,,,,,
LACTEOS,0616 - YOGUR CON FRUTAS,5412,Yogur ILOLAY Entero con frutillas 150 gr,7790787035007,ILOLAY,0.15,0.00%,"1,575","1,378","1,575","1,575",,"1,181","1,575",,,,,,,,,,
LACTEOS,0617 - LECHE FRESCA,5420,Leche fresca ARMONIA Descremada sachet 1 lt,,ARMONIA,1,0.30%,"1,258","1,258",,,,,,,,,,,,,,,
LACTEOS,0617 - LECHE FRESCA,5419,Leche fresca ARMONIA Entera sachet 1 lt,,ARMONIA,1,1.00%,"1,258","1,258",,,,,,,,,,,,,,,
LACTEOS,0617 - LECHE FRESCA,5421,Leche fresca LA SERENISIMA Liviana 1% sachet 1 lt,,LA SERENISIMA,1,0.10%,"1,569","1,569","1,460","1,678",,"1,460","1,678",,1600,,,,,,,,
LACTEOS,0618 - LECHE CONDENSADA,5558,Leche condensada NESTLE 395 gr,8445290900654,NESTLE,0.4,0.00%,"4,769","3,577","4,768","4,769",,"2,384","4,769",,,,,,,,,,
PANADERIA,0701 - BIZCOCHOS,4367,Bizcochitos GRANIX Lino 180 gr,7790045823858,GRANIX,0.18,0.00%,945,945,,,,,,,,,,,,,,,
PANADERIA,0701 - BIZCOCHOS,4366,Bizcochitos GRANIX Sesamo 180 gr,7790045823865,GRANIX,0.18,0.00%,"1,711","1,711","1,711",,,"1,711",,,,,,,,,,,
PANADERIA,0701 - BIZCOCHOS,2405,Bizcocho 9 DE ORO Azucarado 210 gr,7792200000319,9 DE ORO,0.21,0.00%,"1,196","1,196","1,196","1,195",,"1,196","1,195",,900,,,,,,,,
PANADERIA,0701 - BIZCOCHOS,2406,Bizcocho 9 DE ORO Clasico 200 gr,7792200000159,9 DE ORO,0.2,0.00%,"1,196","1,196","1,196","1,195",,"1,196","1,195",,900,,,,,,,,
PANADERIA,0701 - BIZCOCHOS,2407,Bizcocho 9 DE ORO Light 170 gr,7792200000777,9 DE ORO,0.17,0.00%,"1,196","1,196","1,196","1,195",,"1,196","1,195",,900,,,,,,,,
PANADERIA,0701 - BIZCOCHOS,2409,Bizcocho DON SATUR Azucarado 200 gr,7795735000335,DON SATUR,0.2,0.00%,"1,159","1,159","1,163","1,155",,"1,163","1,155",,,,,1750,1487.5,,,,
PANADERIA,0701 - BIZCOCHOS,2408,Bizcocho DON SATUR Grasa 200 gr,7795735000328,DON SATUR,0.2,0.00%,"1,159","1,159","1,163","1,155",,"1,163","1,155",,,,,749,,,,,
PANADERIA,0704 - GALLETAS DE SALVADO,2397,Galletita GRANIX Salvado (3U) 720 gr,7790045826231,GRANIX,0.72,0.00%,"4,983","4,485","4,983",,,"4,983",,,,,,,,,,,
PANADERIA,0704 - GALLETAS DE SALVADO,3225,Galletita GRANIX Salvado 240 gr,7790045826200,GRANIX,0.24,0.20%,"1,719","1,719","1,719","1,719",,"1,719","1,719",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,2389,Galletita BAGLEY Surtido 398 gr,7790040147720,BAGLEY,0.4,0.60%,"3,064","3,064","3,139","2,989",,"3,139","2,989",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,2390,Galletita CACHAFAZ Avena y pasas 225 gr,7798128000677,CACHAFAZ,0.23,0.10%,"3,198","3,198","3,055","3,340",,"3,055","3,340",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,6272,Galletita CHOCOLIA 170 gr,,CHOCOLIA,0.17,0.00%,666,666,,,,,,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5918,Galletita CHOCOLINAS 170 gr,7790040143227,CHOCOLINAS,0.17,0.00%,"1,669","1,669","1,679","1,659",,"1,679","1,659",,1200,,,1750,1487.5,,,,
PANADERIA,0705 - GALLETAS DULCES,5800,Galletita CHOCOLINAS 250 gr,7790040143234,CHOCOLINAS,0.25,0.10%,"1,980","1,894","2,217","1,979","1,980","2,217","1,979","1,485",1600,2350,,2050,1742.5,,,,
PANADERIA,0705 - GALLETAS DULCES,2391,Galletita DIVERSION Surtido 398 gr,7790040143364,DIVERSION,0.4,0.00%,"2,379","2,142","2,498","2,379","2,379","2,498","2,379","1,550",,,,2100,1785,,,,
PANADERIA,0705 - GALLETAS DULCES,4369,Galletita FRUTIGRAN Avena y Frutos rojos 250 gr,7790045825791,FRUTIGRAN,0.25,0.00%,"1,783","1,783",,,,,,,,,,1650,1425,,,,
PANADERIA,0705 - GALLETAS DULCES,2393,Galletita FRUTIGRAN Avena y pasas 250 gr,7790045001188,FRUTIGRAN,0.25,0.00%,"2,229","1,449","2,229",,,"1,449",,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,4372,"Galletita FRUTIGRAN Avena, Chia y Lino 240 gr",7790045825395,FRUTIGRAN,0.24,0.00%,"2,617","2,236","2,179","3,055",,"1,416","3,055",,,,,2500,,,,,
PANADERIA,0705 - GALLETAS DULCES,2394,Galletita FRUTIGRAN Chips chocolate 255 gr,7790045824893,FRUTIGRAN,0.26,0.00%,"3,145","2,579","3,235","3,055",,"2,103","3,055",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,4371,Galletita FRUTIGRAN Salvado 250 gr,7790045001195,FRUTIGRAN,0.25,0.00%,"1,670","1,128","1,670",,,"1,085",,,,,,1900,1700,,,,
PANADERIA,0705 - GALLETAS DULCES,4376,Galletita GRANOVITA Algarroba 142 gr,7790045000877,GRANOVITA,0.14,0.00%,"1,489","1,253","1,489",,,"1,489",,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,4373,Galletita GRANOVITA Coco 140 gr,7790045000860,GRANOVITA,0.14,0.00%,"1,489","1,489","1,489",,,"1,489",,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,4374,Galletita GRANOVITA Limon 140 gr,7790045000846,GRANOVITA,0.14,0.00%,"1,550","1,550","1,550",,,"1,550",,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,4375,Galletita GRANOVITA Vainilla 140 gr,7790045000853,GRANOVITA,0.14,0.00%,"1,489","1,489","1,489",,,"1,489",,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,6270,Galletita LIA Surtido 400 gr,,LIA,0.4,0.00%,"1,261","1,261",,,,,,,1700,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,3698,Galletita MACUCAS 110 gr,7790040145337,MACUCAS,0.11,0.00%,872,872,893,850,,893,850,,1101,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5791,Galletita MANA Leche 136 gr,7790040137813,MANA,0.14,0.00%,"1,175","1,175",,"1,175",,,"1,175",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5790,Galletita MANA Vainilla (3U) 408 gr,7790040137844,MANA,0.41,0.00%,"2,690","2,690","2,771","2,609",,"2,771","2,609",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5792,Galletita MANA Vainilla 136 gr,7790040137843,MANA,0.14,0.00%,743,743,,,,,,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5474,Galletita MERENGADAS (3U) 261 gr,7790040139091,MERENGADAS,0.26,0.00%,"3,515","3,515","3,601","3,429",,"3,601","3,429",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5181,Galletita MERENGADAS 88 gr,7790040139657,MERENGADAS,0.09,0.00%,"1,301","1,301","1,333","1,269",,"1,333","1,269",,,,,1150,977.5,,,,
PANADERIA,0705 - GALLETAS DULCES,5183,Galletita OPERA 55 gr,77903501,OPERA,0.06,0.10%,706,706,706,705,,706,705,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5180,Galletita OREO 118 gr,7622201735272,OREO,0.12,0.00%,"2,071","1,717","2,071","2,127","2,063","1,346","2,127","1,680",,2055,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,3886,Galletita POLVORITA Chocolate & Vainilla 81 gr,7790040139183,POLVORITA,0.08,0.00%,722,606,779,,665,779,,432,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5783,Galletita POLVORITA MINI Chocolate & Vainilla 152 gr,7790040139251,POLVORITA MINI,0.15,0.00%,"1,382",812,"1,364","1,400",,"1,364","1,400",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,3887,Galletita POLVORITA Vainilla & Frutilla 152 gr,7790040139640,POLVORITA,0.15,0.00%,632,632,,,,,,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5784,Galletita POLVORITA Vainilla & Frutilla 81 gr,7790040139176,POLVORITA,0.08,0.00%,665,549,,665,665,,665,432,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,3888,Galletita POLVORITA Vainilla & Vainilla 81 gr,7790040139169,POLVORITA,0.08,0.00%,665,549,,665,665,,665,432,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5178,Galletita PORTEÃ‘ITAS 139 gr,7790040132689,PORTEÃ‘ITAS,0.14,0.00%,"1,224","1,224","1,224",,,"1,224",,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5179,Galletita RUMBA 108 gr,7790040143517,RUMBA,0.11,0.00%,"1,270","1,270","1,301","1,239",,"1,301","1,239",,,1467,,1150,977.5,,,,
PANADERIA,0705 - GALLETAS DULCES,5182,Galletita SONRISAS 108 gr,7790040133488,SONRISAS,0.11,0.10%,"1,301","1,301","1,333","1,269",,"1,333","1,269",,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5185,Galletita TERRABUSI Variedad 170 gr,7622201745639,TERRABUSI,0.17,0.00%,"1,190","1,190",,,,,,,,,,,,,,,
PANADERIA,0705 - GALLETAS DULCES,5785,Galletita VOCACION Acaramelada 145 gr,7790040146136,VOCACION,0.15,0.10%,620,620,,,,,,,,,,750,637.5,,,,
PANADERIA,0705 - GALLETAS DULCES,5786,Galletita VOCACION Clasica 141 gr,7790040146389,VOCACION,0.14,0.30%,"1,100",853,"1,100",,,"1,100",,,,,,750,637.5,,,,
PANADERIA,0706 - GALLETAS SALADAS,5793,Galletita CRIOLLITAS Original (3U) 300 gr,7790040377806,CRIOLLITAS,0.3,0.10%,"1,660","1,660","1,700","1,619",,"1,700","1,619",,1400,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,5794,Galletita CRIOLLITAS Original 100 gr,7790040377707,CRIOLLITAS,0.1,0.00%,580,580,600,559,,600,559,,,,477,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,2382,Galletita GRANAGUA Sandwich 600 gr,7790045001379,GRANAGUA,0.6,0.00%,"4,049","4,049","4,049","4,049",,"4,049","4,049",,,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,3223,Galletita GRANIX Granagua Sandwich 200 gr,7790045001133,GRANIX,0.2,0.00%,"1,409","1,409","1,409",,,"1,409",,,,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,3224,Galletita GRANIX Sin Sal 185 gr,7790045001089,GRANIX,0.19,0.00%,790,790,,,,,,,,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,2384,Galletita MAROLIO Sandwich (3U) 505 gr,7797470009840,MAROLIO,0.51,0.70%,"2,100","1,525","2,162","1,590","2,100","2,162","1,590","1,390",,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,5780,Galletita MEDIATARDE Clasica (3U) 315 gr,7790040143586,MEDIATARDE,0.32,0.00%,"1,664","1,335","1,679","1,649",,"1,679","1,649",,950,,1550,799,,,,,
PANADERIA,0706 - GALLETAS SALADAS,5781,Galletita MEDIATARDE Clasica 105 gr,7790040143593,MEDIATARDE,0.11,0.00%,614,486,629,599,,629,599,,,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,5782,Galletita MEDIATARDE Sandwich (3U) 321 gr,7790040143005,MEDIATARDE,0.32,0.00%,"1,733","1,541","1,733",,,"1,733",,,,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,2385,Galletita SALADIX Jamon 100 gr,7790580716707,SALADIX,0.1,0.00%,"1,506","1,506","1,543","1,469",,"1,543","1,469",,1400,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,2386,Galletita SALADIX Pizza 100 gr,7790580697303,SALADIX,0.1,0.00%,"1,550","1,550","1,550",,,"1,550",,,1400,,,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,5795,Galletita TRAVIATA Original (3U) 303 gr,7790040144088,TRAVIATA,0.3,0.00%,"1,900","1,900","1,900","1,900","1,903","1,900","1,900","1,903",1400,,1524,,,,,,
PANADERIA,0706 - GALLETAS SALADAS,5796,Galletita TRAVIATA Original 101 gr,7790040144071,TRAVIATA,0.1,0.00%,685,685,700,669,,700,669,,,,,,,,,,
PANADERIA,0709 - PAN DE HAMBURGUESA,6295,Pan ARTESANO Hamburguesa 240 gr CV72,,ARTESANO,0.24,0.00%,999,999,,,,,,,,3860,,,,,,,
PANADERIA,0709 - PAN DE HAMBURGUESA,6175,Pan FARGO Hamburguesa c/sesamo 210 gr CV72,,FARGO,0.21,0.00%,"1,483","1,193",,,,,,,,2895,,,,,,,
PANADERIA,0710 - PAN DE MOLDE,6171,Pan ARTESANO Masa Madre 500 gr CV72,,ARTESANO,0.5,0.00%,"3,743","2,860","7,984","5,704",,"7,984","5,704",,,7640,,,,,,,
PANADERIA,0710 - PAN DE MOLDE,6312,Pan BIMBO Blanco 400 gr CV72,,BIMBO,0.4,0.00%,"4,005","3,043","5,163","2,846",,"5,163","2,846",,,,,,,,,,
PANADERIA,0710 - PAN DE MOLDE,6170,Pan BIMBO Blanco 610 gr CV72,,BIMBO,0.61,0.00%,"3,395","2,634",,"6,939",,,"6,939",,,,,,,,,,
PANADERIA,0710 - PAN DE MOLDE,6006,Pan DELIPAN Lacteado 380 gr (vs marca blanca),,DELIPAN,0.38,0.30%,"1,151","1,151",,,,,,,,2340,,1700,1445,1900,1900,,
PANADERIA,0710 - PAN DE MOLDE,6007,Pan DELIPAN Salvado 380 gr (vs marca blanca),7798355480044,DELIPAN,0.38,0.30%,"2,130","1,841",,,,,,,,2940,,,,,,,
PANADERIA,0710 - PAN DE MOLDE,6172,Pan FARGO Salvado 390 gr CV72,7793890261462,FARGO,0.39,0.00%,"2,592","1,936","5,163","5,159",,"5,163","5,159",,,5165,,,,,,,
PANADERIA,0711 - PAN DE PANCHO,6294,Pan ARTESANO Pancho 240 gr CV72,,ARTESANO,0.24,0.00%,"1,490","1,490",,,,,,,,,,,,,,,
PANADERIA,0711 - PAN DE PANCHO,6174,Pan FARGO Pancho 210 gr CV72,,FARGO,0.21,0.00%,"1,484","1,193",,,,,,,,,,,,,,,
PANADERIA,0713 - TORTILLAS,6296,Rapiditas BIMBO Clasicas (10U) 275 gr CV72,,BIMBO,0.28,0.00%,887,887,,,,,,,,2782,,,,,,,
PANADERIA,0714 - TOSTADAS,5798,Tostadas CRIOLLITAS Clasicas 195 gr,7790040124509,CRIOLLITAS,0.2,0.00%,"1,761","1,761","1,762","1,760",,"1,762","1,760",,,,,,,,,,
PANADERIA,0714 - TOSTADAS,5797,Tostadas CRIOLLITAS Dulces 195 gr,7790040124530,CRIOLLITAS,0.2,0.00%,"1,761","1,761","1,762","1,760",,"1,762","1,760",,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,2342,Ajo 1 un,,Sin Marca,0.1,0.00%,851,851,,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5947,albahaca x atado ( 1 uni),,Sin Marca,0.15,0.00%,"1,410","1,410",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5948,apio x atado ( 1 uni),,Sin Marca,0.5,0.00%,"1,011","1,011",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,2344,Batata comercial 1 kg,,Sin Marca,1,0.00%,"2,380","1,299","1,299",,,"1,299",,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5944,brocoli x 1 unidad,,Sin Marca,0.5,0.00%,"3,404","3,404",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,2346,Cebolla 1 kg,,Sin Marca,1,0.00%,700,640,399,,"1,190",399,,850,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5943,coliflor x 1 unidad,,Sin Marca,0.5,0.00%,NA,NA,,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5949,lechuga capuchina x planta ( 1 uni),,Sin Marca,0.3,0.00%,"1,277","1,277",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5951,lechuga criolla x planta ( 1 uni),,Sin Marca,0.2,0.00%,"2,399","2,399","2,399",,,"2,399",,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5952,lechuga francesa x planta ( 1 uni),,Sin Marca,0.2,0.00%,"2,300","2,300","2,399",,,"2,399",,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5950,lechuga mantecosa x planta ( 1 uni),,Sin Marca,0.2,0.00%,"1,277","1,277",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,6252,Papa comercial 1 kg,,Sin Marca,1,0.00%,"3,000",890,,,"1,090",,,890,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5946,radicheta x atado ( 1 uni),,Sin Marca,0.2,0.00%,532,532,,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5941,repollo blanco x 1 unidad,,Sin Marca,0.8,0.00%,"1,489","1,489",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5942,repollo colorado x 1 unidad,,Sin Marca,,0.00%,"1,489","1,489",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,5945,rucula x atado ( 1 uni),,Sin Marca,0.2,0.00%,334,334,,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,2351,Zanahoria comercial 1 kg,,Sin Marca,1,0.10%,"2,400","1,336",999,"6,340",,999,"6,340",,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,2352,Zapallo anco 1 un,,Sin Marca,2,0.00%,"2,000","2,000",,,,,,,,,,,,,,,
VERDURAS,0801 - HORTALIZA PESADA,2353,Zapallo cabutia 1 un,,Sin Marca,2.5,0.00%,"2,763","2,763",,,,,,,,,,,,,,,
VERDURAS,0802 - HORTALIZA LIVIANA,2333,Berenjena 1 kg,,Sin Marca,1,0.00%,"2,979","2,979","2,199",,,"2,199",,,,,,,,,,,
VERDURAS,0802 - HORTALIZA LIVIANA,2334,Choclo 1 un,,Sin Marca,0.3,0.00%,"1,638","1,638",787,719,,764,719,,,,,,,,,,
VERDURAS,0802 - HORTALIZA LIVIANA,2335,Morron rojo 1 kg,,Sin Marca,1,0.00%,"6,594","6,594","2,799",,,"2,799",,,,,,,,,,,
VERDURAS,0802 - HORTALIZA LIVIANA,2336,Morron verde 1 kg,,Sin Marca,1,0.00%,"4,583","4,583","1,999",,,"1,999",,,,,,,,,,,
VERDURAS,0802 - HORTALIZA LIVIANA,2337,Pepino 1 kg,,Sin Marca,1,0.00%,"2,713","2,713",899,,,899,,,,,,,,,,,
VERDURAS,0802 - HORTALIZA LIVIANA,2339,Tomate redondo 1 kg,,Sin Marca,1,0.00%,"2,549","2,549",999,,,999,,,,,,,,,,,
VERDURAS,0802 - HORTALIZA LIVIANA,2340,Zapallito redondo 1 kg,,Sin Marca,1,0.00%,"2,724","2,724","1,399",,,"1,399",,,,,,,,,,,
VERDURAS,0803 - VERDURA DE HOJA,5257,Acelga (atado) 1 un,,Sin Marca,0.8,0.00%,"1,489","1,489",,,,,,,,,,,,,,,
VERDURAS,0803 - VERDURA DE HOJA,4325,Cebolla de verdeo (atado) 1 un,,Sin Marca,0.2,0.00%,"1,350","1,078","1,359","1,340",,815,"1,340",,,,,,,,,,
VERDURAS,0803 - VERDURA DE HOJA,5926,Espinaca (atado) 1 un,,Sin Marca,0.8,0.00%,957,957,,,,,,,,,,,,,,,
VERDURAS,0803 - VERDURA DE HOJA,5927,Puerro (atado) 1 un,,Sin Marca,0.2,0.00%,851,851,,,,,,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,3500,Bolsa consorcio ESENCIAL 60x90cm (10U) 1 un,7797470131282,ESENCIAL,0.01,0.00%,"3,190","2,853","2,040","3,190","3,330","2,040","3,190","3,330",,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,4320,Bolsa el mercadito 1 uni,,Sin Marca,,0.00%,605,605,,,,,,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,3501,Bolsa residuo ESENCIAL N3 45x60cm (10U) 1 un,7797470131305,ESENCIAL,0.01,0.00%,"2,491","2,491","1,532",,"3,450","1,532",,"3,450",,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,3502,Bolsa residuo ESENCIAL N5 50x70cm (10U) 1 un,7797470131312,ESENCIAL,0.01,0.00%,"1,905",934,"1,905","1,904","5,100","1,905","1,904","5,100",,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,2321,Esponja acero ESENCIAL (1U) 1 un,17797470008901,ESENCIAL,0.05,0.00%,"1,086","1,086",772,839,990,579,839,990,900,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,5608,Esponja ESENCIAL Lisa 1 un,7797470130414,ESENCIAL,0.03,0.00%,589,442,740,589,250,579,489,250,500,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,2322,Esponja VIRULANA Cuadriculada 90x65x45mm (1U) 1 un,7794440003303,VIRULANA,0.05,0.00%,815,595,,815,815,,530,615,600,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,2323,Fosforos TRES PATITOS Tradicional (222U) 1 un,7790590016477,TRES PATITOS,0.1,0.10%,"1,219","1,088","1,219","1,219",,"1,219","1,219",,700,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,3909,Guantes PATITO G 1 un,7798008383135,PATITO,0.1,0.00%,"4,329","4,329","4,468","4,190",,"4,468","4,190",,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,3908,Guantes PATITO XG 1 un,7798008381537,PATITO XG,0.1,0.00%,"4,468","4,468","4,468",,,"4,468",,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,3906,Guantes VIRULANA L 1 un,7794440005284,VIRULANA,0.1,0.00%,"3,350","3,125",,"3,350",,,"2,178",,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,2324,Repasador ESENCIAL Toalla 37x60cm 1 un,7797470198049,ESENCIAL,0.2,0.10%,"3,029","2,435","3,029",,,"2,272",,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,4137,Rollo aluminio ESENCIAL 5mt 1 un,7797470133064,ESENCIAL,0.2,0.00%,"1,613","1,613",,,,,,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,4140,Rollo aluminio PRO 5mt 1 un,7798102570462,PRO,0.2,0.20%,"6,214","2,725","6,214",,,"6,214",,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,4138,Rollo film ESENCIAL 10mt 1 un,7797470133606,ESENCIAL,0.2,0.00%,662,662,,,,,,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,4139,Rollo film ESENCIAL 20mt 1 un,7797470133613,ESENCIAL,0.2,0.00%,"1,088","1,088",,,,,,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,4141,Rollo film PRO 10mt 1 un,7798102570561,PRO,0.2,0.00%,"1,242","1,242",,,,,,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,2325,Trapo de piso ESENCIAL Gris Extra Suave 48x62cm 1 un,7797470007556,ESENCIAL,0.2,0.00%,842,842,,,,,,,,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,2326,Trapo rejilla ESENCIAL Cocina 30x40cm 1 un,7797470198056,ESENCIAL,0.2,0.00%,"1,390","1,093",772,"1,390","1,715",579,"1,069","1,630",,,,,,,,,
LIMPIEZA,1001 - ACCESORIOS DE LIMPIEZA,2327,Velas EL BUDA 16x205mm (4U) 1 un,7797470126592,EL BUDA,0.2,0.00%,"1,566","1,566","1,842","1,290",,"1,842","1,290",,,,,,,,,,
LIMPIEZA,1002 - DESODORANTE DE AMBIENTE,2318,Desodorante ambiente ESENCIAL Lavanda 300 ml,7797470197554,ESENCIAL,0.3,0.00%,"1,963","1,963",,,,,,,,,,,,,,,
LIMPIEZA,1002 - DESODORANTE DE AMBIENTE,2320,Desodorante ambiente GLADE Lavanda 360 ml,7790520028730,GLADE,0.36,0.00%,"2,879","2,879",,"2,879",,,"2,879",,2400,,,,,,,,
LIMPIEZA,1002 - DESODORANTE DE AMBIENTE,5196,Desodorante ambiente POETT Lavanda 360 ml,7793253004231,POETT,0.36,0.00%,"3,331","3,331","3,331","3,329","3,350","3,331","3,329","3,350",2300,,,2900,,,,,
LIMPIEZA,1002 - DESODORANTE DE AMBIENTE,5197,Desodorante ambiente POETT Primavera 360 ml,7793253004248,POETT,0.36,0.00%,"3,329","3,329","3,328","3,329","3,350","3,328","3,329","3,350",2300,,,2900,,,,,
LIMPIEZA,1003 - INSECTICIDAS,2317,Espirales FUYI (12U) 1 un,,FUYI,0.2,0.00%,881,881,,,,,,,,,,,,,,,
LIMPIEZA,1003 - INSECTICIDAS,5609,Insecticida RAID Casa y Jardin 380 ml,7790520028679,RAID,0.38,0.00%,"6,312","5,898","6,333",,"6,290","4,750",,"4,690",,,,,,,,,
