product_category,product_subcategory,ID Odoo,Producto Odoo,EAN,Marca,Peso,Mix Actual,Mercadito - Bruto,Mercadito - Neto,Coto - Bruto,Carrefour - Bruto,Dia - Bruto,Coto - Neto,Carrefour - Neto,Dia - Neto,El almacencito  - Neto,Consignatario Día - Neto,Distribuidora Cervantes - Neto,Satelite - Neto,Satelite - Neto en cantidad,Ideal - Neto,Ideal - Neto en cantidad,Verdulería TATO - Neto,Verdulería Don José - Neto
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,4251,Pure tomate MOLTO TB 200 gr,7798138553637,MOLTO,0.2,0.00%,655,655,,,,,,,,,,,,,,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,2562,Pure tomate MOLTO TB 520 gr,7798138554603,MOLTO,0.52,0.20%,"1,058","1,040",996,"1,119",,961,"1,119",,600,,,599,,599.99,599.99,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,5861,Pure tomate NOEL TB 530 gr,7790580138851,NOEL,0.53,0.10%,"1,089",533,"1,162","1,015",,"1,162",761,,,,,,,,,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,4253,Salsa MAROLIO Filetto TB 200 gr,7797470197936,MAROLIO,0.2,0.00%,683,683,,,,,,,,,,,,,,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,2563,Salsa MAROLIO Pizza TB 200 gr,7797470197929,MAROLIO,0.2,0.00%,"1,008",882,"1,007","1,009",,755,"1,009",,,,,,,,,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,2564,Salsa MAROLIO Pomarola TB 200 gr,7797470197912,MAROLIO,0.2,0.00%,811,811,,,,,,,,,,,,,,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,5854,Tomate MAROLIO Perita entero 400 gr,7797470124574,MAROLIO,0.4,0.00%,"1,164","1,164","1,329",999,,"1,329",999,,,,900,,,,,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,3206,Tomate MOLTO Perita entero 400 gr,7791579069323,MOLTO,0.4,0.00%,"1,895","1,852","2,381","1,409",,"2,381","1,323",,,,900,,,,,,
ALMACEN,0125 - SALSAS Y PURE DE TOMATE,2565,Tomate triturado MAROLIO TB 500 gr,7797470007952,MAROLIO,0.5,0.00%,"1,465","1,465","1,430","1,500",,"1,430","1,500",,,,,,,,,,
ALMACEN,0126 - SNACKS,6318,Snack TAKIS Original 49 gr CV,,TAKIS,0.05,0.90%,"1,989",665,"1,989","1,989",,"1,989","1,989",,,,,,,,,,
ALMACEN,0127 - VINAGRES,2551,Vinagre MAROLIO Blanco 1 lt,7797470133620,MAROLIO,1,0.20%,"1,228","1,156","1,366","1,090",,"1,366",946,,,,1185,,,,,,
ALMACEN,0127 - VINAGRES,2552,Vinagre MAROLIO Blanco 500 ml,7797470132692,MAROLIO,0.5,0.00%,953,953,"1,066",839,,"1,066",839,,,,,,,,,,
ALMACEN,0127 - VINAGRES,4130,Vinagre MAROLIO Manzana 1 lt,7797470133637,MAROLIO,1,0.00%,"2,834","2,756","3,078","2,590",,"3,078","2,435",,,,,,,,,,
ALMACEN,0127 - VINAGRES,4132,Vinagre MAROLIO Manzana 500 ml,7797470132715,MAROLIO,0.5,0.00%,953,953,"1,066",839,,"1,066",839,,,,,,,,,,
ALMACEN,0127 - VINAGRES,4131,Vinagre MAROLIO Vino 1 lt,7797470133644,MAROLIO,1,0.00%,"1,228","1,156","1,366","1,090",,"1,366",946,,,,,,,,,,
ALMACEN,0127 - VINAGRES,2553,Vinagre MAROLIO Vino 500 ml,7797470132739,MAROLIO,0.5,0.00%,"1,082","1,082","1,066",839,,"1,066",839,,950,,,,,,,,
ALMACEN,0127 - VINAGRES,,Vinagre MARCA BLANCA Blanco 1 lt (Silva),,MARCA BLANCA,1,,,,,,,,,,,,,,,800,800,,
ALMACEN,0127 - VINAGRES,,Vinagre MENOYO Blanco 1 lt,,MENOYO,1,,,,,,,,,,,,900,,,1600,1440,,
ALMACEN,0128 - YERBA MATE,4427,Yerba mate AMANDA Naranja 500 gr,,AMANDA,0.5,0.00%,"2,129","1,991","2,129",,,"1,597",,,,,,,,,,,
ALMACEN,0128 - YERBA MATE,3003,Yerba mate AMANDA Tradicional 1 kg,7792710000175,AMANDA,1,0.10%,"4,515","3,386","4,515",,,"3,386",,,,4300,,,,,,,
ALMACEN,0128 - YERBA MATE,2548,Yerba mate AMANDA Tradicional 500 gr,7792710000182,AMANDA,0.5,0.00%,"2,259","1,694","2,259",,,"1,694",,,,2350,,1850,1572.5,,,,
ALMACEN,0128 - YERBA MATE,5168,Yerba mate CBSE Guarana 500 gr,7790710334603,CBSE,0.5,0.00%,"1,662","1,662",,,,,,,1700,2299,,1900,1615,,,,
ALMACEN,0128 - YERBA MATE,2549,Yerba mate CRUZ DE MALTA Tradicional 500 gr,7790070509048,CRUZ DE MALTA,0.5,0.00%,"2,500","1,875","2,500",,,"1,875",,,2100,2495,,,,,,,
ALMACEN,0128 - YERBA MATE,6297,Yerba mate LA HOJA 500 gr,,LA HOJA,0.5,0.00%,"1,615","1,325","1,539",,"1,690","1,154",,"1,495",,,,,,,,,
ALMACEN,0128 - YERBA MATE,5167,Yerba mate MAÃ‘ANITA 500 gr,7790387015324,MAÃ‘ANITA,0.5,0.40%,"2,330","1,748","2,330",,,"1,748",,,1500,1445,,1920,1632,,,,
ALMACEN,0128 - YERBA MATE,2550,Yerba mate MAROLIO Tradicional 500 gr (vs marca blanca),7797470000090,MAROLIO,0.5,0.00%,"1,615","1,325","1,539",,"1,690","1,154",,"1,495",1700,1520,,,,,,,
ALMACEN,0128 - YERBA MATE,4811,Yerba mate NOBLEZA GAUCHA Seleccion 1 kg,7790070507280,NOBLEZA GAUCHA,1,0.00%,"4,350","3,263","4,350",,,"3,263",,,,2850,,,,,,,
ALMACEN,0128 - YERBA MATE,4812,Yerba mate NOBLEZA GAUCHA Seleccion 500 gr,7790070507273,NOBLEZA GAUCHA,0.5,0.00%,"2,300","1,831","2,300",,"2,300","1,725",,"1,495",,2300,,,,,,,
ALMACEN,0128 - YERBA MATE,4813,Yerba mate NOBLEZA GAUCHA Suave 500 gr,7790070509109,NOBLEZA GAUCHA,0.5,0.00%,"2,300","1,725","2,300",,,"1,725",,,,,,1750,1487.5,,,,
ALMACEN,0128 - YERBA MATE,3902,Yerba mate PLAYADITO Suave 1 kg,7793704000928,PLAYADITO,1,0.00%,"4,723","4,067","4,655",,"4,790","3,491",,"3,590",,4525,,4250,3612.5,,,,
ALMACEN,0128 - YERBA MATE,3903,Yerba mate PLAYADITO Suave 500 gr,7793704000911,PLAYADITO,0.5,1.70%,"2,650","2,082","2,650",,,"1,988",,,,,,2200,1870,,,,
ALMACEN,0128 - YERBA MATE,5165,Yerba mate ROMANCE 500 gr,7790802000010,ROMANCE,0.5,0.10%,"2,336","1,757","2,336",,,"1,752",,,,2012,,,,,,,
ALMACEN,0128 - YERBA MATE,4810,Yerba mate ROSAMONTE Suave 1 kg,7790411001972,ROSAMONTE,1,0.10%,"4,299","3,571","4,299",,,"3,224",,,,2205,,1950,1657,,,,
ALMACEN,0128 - YERBA MATE,4807,Yerba mate ROSAMONTE Suave 500 gr,7790411001989,ROSAMONTE,0.5,0.00%,"2,315","1,736","2,315",,,"1,736",,,,,,,,,,,
ALMACEN,0128 - YERBA MATE,4808,Yerba mate ROSAMONTE Tradicional 1 kg,7790411001941,ROSAMONTE,1,0.10%,"3,765","3,333","3,765",,,"2,824",,,,,,,,,,,
ALMACEN,0128 - YERBA MATE,4809,Yerba mate ROSAMONTE Tradicional 500 gr,7790411000050,ROSAMONTE,0.5,0.00%,"2,585","1,939","2,585",,,"1,939",,,,2050,,,,,,,
ALMACEN,0128 - YERBA MATE,5166,Yerba mate SALUS 500 gr,7790070508522,SALUS,0.5,0.00%,"2,700","2,380","2,700",,,"2,025",,,,2525,,,,,,,
ALMACEN,0128 - YERBA MATE,5602,Yerba mate UNION Suave 1 kg,7790387014617,UNION,1,0.00%,"4,923","3,812","4,923",,,"3,692",,,,4740,,4000,3400,,,,
ALMACEN,0128 - YERBA MATE,5164,Yerba mate UNION Suave 500 gr,7790387014624,UNION,0.5,0.00%,"2,620","1,965","2,620",,,"1,965",,,1800,2710,,1920,1632,,,,
ALMACEN,0130 - REPOSTERIA,3139,Almidon de maiz MAIZENA Original 220 gr,7794000007451,MAIZENA,0.22,0.00%,"2,145","2,145","2,144","2,145",,"2,144","2,145",,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,5924,Almidon de maiz MAIZENA Original 500 gr,7794000007468,MAIZENA,0.5,0.00%,"3,681","3,681","3,682","3,679",,"3,682","3,679",,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4150,Almidon de maiz MAROLIO 250 gr,7797470197042,MAROLIO,0.25,0.00%,945,945,,945,,,945,,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,3205,Bizcochuelo EXQUISITA Chocolate 540 gr,7790070432971,EXQUISITA,0.54,0.20%,"4,037","4,037","4,045","4,029",,"4,045","4,029",,3200,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4105,Bizcochuelo MAROLIO Chocolate 480 gr,7797470006450,MAROLIO,0.48,0.10%,"1,990","1,990",,"1,990",,,"1,990",,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4106,Bizcochuelo MAROLIO Vainilla 480 gr,7797470006467,MAROLIO,0.48,0.00%,"1,990","1,990",,"1,990",,,"1,990",,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4814,Bizcochuelo RAVANA Chocolate 540 gr,7790971000194,RAVANA,0.54,0.10%,"2,605","2,380","2,605","2,590","2,880","1,877","1,954","2,160",,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4815,Bizcochuelo RAVANA Vainilla 540 gr,7790971000170,RAVANA,0.54,0.00%,"2,605","1,997","2,605","2,590","2,880","1,877","1,954","2,160",,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4111,Extracto de vainilla MAROLIO 110 ml,7797470002674,MAROLIO,0.11,0.00%,"1,206","1,206",,,,,,,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,5760,Relleno untable AGUILA NUT Avellanas 290 gr,7790580134341,AGUILA,0.29,0.00%,"5,750","5,750","5,750",,,"5,750",,,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4816,Salsa TAHITI Chocolate 325 gr,7798116162028,TAHITI,0.33,0.00%,"2,500","2,500",,,,,,,,,,,,,,,
ALMACEN,0130 - REPOSTERIA,4817,Salsa TAHITI Frutilla 325 gr,7798116162035,TAHITI,0.33,0.00%,"1,905","1,905",,,,,,,,,,,,,,,
ALMACEN,0131 - EDULCORANTES,3149,Edulcorante HILERET Clasico Forte (100U) 80 gr,7790490998064,HILERET,0.08,0.00%,"3,390","3,390","3,541","3,239",,"3,541","3,239",,,5620,,,,,,,
ALMACEN,0131 - EDULCORANTES,3150,Edulcorante HILERET Clasico Forte 250 ml,7790490998231,HILERET,0.25,0.00%,"2,620","2,407","2,623","2,299","2,620","2,623","2,299","2,300",,2495,,,,,,,
ALMACEN,0131 - EDULCORANTES,3151,Edulcorante HILERET Sweet Forte 200 ml,7790490998200,HILERET,0.2,0.00%,"1,472","1,472",,,,,,,,,,,,,,,
ALMACEN,0133 - CONSERVA DE CARNE,4127,Pate MOLTO 90 gr,7798138554825,MOLTO,0.09,0.00%,886,778,,886,,,778,,,,,,,,,,
ALMACEN,0133 - CONSERVA DE CARNE,6276,Pate SWIFT 90 gr,7790360720382,SWIFT,0.09,0.00%,981,858,981,980,,981,735,,,,,,,,,,
ALMACEN,0133 - CONSERVA DE CARNE,4128,Picadillo MOLTO 90 gr,7798138554832,MOLTO,0.09,0.00%,934,879,981,886,,981,778,,,,,,,,,,
ALMACEN,0133 - CONSERVA DE CARNE,6277,Picadillo SWIFT 90 gr,7790360720115,SWIFT,0.09,0.00%,981,858,981,980,,981,735,,,,,,,,,,
ALMACEN,0134 - ENCURTIDOS,4958,Aceitunas CASTELL Negras DP  90 gr,7791675901480,CASTELL,0.09,0.00%,"1,800","1,800",,"1,800",,,"1,800",,,,,,,,,,
ALMACEN,0134 - ENCURTIDOS,4957,Aceitunas CASTELL Verdes Descarozadas DP 80 gr,7791675902616,CASTELL,0.08,0.00%,"1,793","1,479","1,797","1,789",,"1,168","1,789",,,,,,,,,,
ALMACEN,0134 - ENCURTIDOS,4956,Aceitunas CASTELL Verdes DP 100 gr,7791675350011,CASTELL,0.1,0.00%,"1,411","1,164","1,412","1,410",,918,"1,410",,,,,,,,,,
ALMACEN,0134 - ENCURTIDOS,4959,Aceitunas CASTELL Verdes Rellenas DP 100 gr,7791675901473,CASTELL,0.1,0.00%,"1,369","1,369",,,,,,,,,,,,,,,
ALMACEN,0134 - ENCURTIDOS,4955,Aceitunas MAROLIO Verdes DP 180 gr,,MAROLIO,0.18,0.00%,"1,893","1,517","1,395","2,390",,907,"2,127",,,,,,,,,,
ALMACEN,0134 - ENCURTIDOS,4960,Pickles CASTELL DP  140 gr,7791675908991,CASTELL,0.14,0.00%,"2,243","1,830","2,361","2,125",,"1,535","2,125",,,,,,,,,,
BEBIDAS,0202 - AMARGOS,4818,"Amargo MAROLIO Citrus 1,5 lt",7797470128374,MAROLIO,1.5,0.00%,"1,394","1,233","1,365",,"1,422","1,365",,"1,100",,,,,,,,,
BEBIDAS,0202 - AMARGOS,4819,"Amargo MAROLIO Limon 1,5 lt",7797470004784,MAROLIO,1.5,0.00%,"1,394","1,233","1,365",,"1,422","1,365",,"1,100",,,,,,,,,
BEBIDAS,0202 - AMARGOS,4821,"Amargo MAROLIO Limon light 1,5 lt",7797470124703,MAROLIO,1.5,0.00%,"1,394","1,233","1,365",,"1,422","1,365",,"1,100",,,,,,,,,
BEBIDAS,0202 - AMARGOS,4820,"Amargo MAROLIO Manzana 1,5 lt",7797470008768,MAROLIO,1.5,0.00%,"1,394","1,233","1,365",,"1,422","1,365",,"1,100",,,,,,,,,
BEBIDAS,0202 - AMARGOS,4822,"Amargo MAROLIO Serrano 1,5 lt",7797470004814,MAROLIO,1.5,0.00%,"1,365","1,365","1,365",,,"1,365",,,,,,,,,,,
BEBIDAS,0202 - AMARGOS,5347,"Amargo TERMA Citrus 1,35 lt",7790950135992,TERMA,1.35,0.00%,"2,349","1,801","2,349","2,349",,"1,762","1,841",,,,,,,,,,
BEBIDAS,0202 - AMARGOS,5348,"Amargo TERMA Citrus Cero 1,35 lt",7790950143706,TERMA,1.35,0.00%,"2,423","1,864","2,349","2,530","2,423","1,762","1,841","1,990",,,,,,,,,
BEBIDAS,0202 - AMARGOS,5345,"Amargo TERMA Pomelo rosado 1,35 lt",7790950133363,TERMA,1.35,0.00%,"2,349","1,801","2,349","2,349",,"1,762","1,841",,,,,,,,,,
BEBIDAS,0202 - AMARGOS,5346,"Amargo TERMA Pomelo rosado Cero 1,35 lt",7790950141610,TERMA,1.35,0.00%,"2,349","1,854","2,349","2,349","2,455","1,762","1,841","1,960",,,,,,,,,
BEBIDAS,0202 - AMARGOS,2544,"Amargo TERMA Serrano 1,35 lt",7790950133318,TERMA,1.35,0.00%,"2,349","1,934","2,349","2,349","2,200","1,762","1,841","2,200",,,,,,,,,
BEBIDAS,0204 - CHAMPAGNE,2539,Champagne FEDERICO DE ALVEAR Extra brut 750 ml,7791670027604,FEDERICO DE ALVEAR,0.75,0.10%,"6,611","5,347","6,322","6,900",,"3,793","6,900",,,,,,,,,,
BEBIDAS,0205 - ENERGIZANTE,2536,Energizante MONSTER Original 473 ml,7798422620014,MONSTER,0.47,0.00%,"2,900","2,900","2,900",,,"2,900",,,,,,,,,,,
BEBIDAS,0205 - ENERGIZANTE,3509,Energizante SPEED 250 ml,9006234000107,SPEED,0.25,0.00%,"1,690","1,690",,,"1,690",,,"1,690",,,,,,,,,
BEBIDAS,0206 - GASEOSA,6407,Agua villaManaos  2 lt,,VILLAMANAOS,2,0.10%,830,830,,,,,,,,,,,,,,,
BEBIDAS,0206 - GASEOSA,4830,"Gaseosa COCA COLA 2,25 lt",7790895000997,COCA COLA,2.25,0.00%,"5,050","5,050","5,050","5,050","5,050","5,050","5,050","5,050",,5050,3340,3340,3340,,,,
BEBIDAS,0206 - GASEOSA,,"Gaseosa COCA COLA 2,25 lt descuento dia%",,COCA COLA,,,,,,,,,,,,3787,,,,,,,
BEBIDAS,0206 - GASEOSA,3714,"Gaseosa CUNNINGTON Cola 2,25 lt",7790639003437,CUNNINGTON,2.25,0.00%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,,,,,,,,
BEBIDAS,0206 - GASEOSA,3715,"Gaseosa CUNNINGTON Cola light 2,25 lt",7790639003819,CUNNINGTON,2.25,0.10%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,2200,,,,,,,
BEBIDAS,0206 - GASEOSA,,"Gaseosa CUNNINGTON Cola light 2,25 lt dia%",,CUNNINGTON,,,"2,200",,,,,,,,,1600,,,,,,,
BEBIDAS,0206 - GASEOSA,3716,"Gaseosa CUNNINGTON Lima Limon 2,25 lt",7790639003468,CUNNINGTON,2.25,0.00%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,,,,,,,,
BEBIDAS,0206 - GASEOSA,3717,"Gaseosa CUNNINGTON Naranja 2,25 lt",7790639003475,CUNNINGTON,2.25,0.00%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,2200,,,,,,,
BEBIDAS,0206 - GASEOSA,,"Gaseosa CUNNINGTON Naranja 2,25 lt dia%",,CUNNINGTON,,,"2,200",,,,,,,,,1600,,,,,,,
BEBIDAS,0206 - GASEOSA,3719,"Gaseosa CUNNINGTON Pomelo 2,25 lt",7790639003451,CUNNINGTON,2.25,0.00%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,2200,,,,,,,
BEBIDAS,0206 - GASEOSA,,"Gaseosa CUNNINGTON Pomelo 2,25 lt dia%",,CUNNINGTON,,,"2,200",,,,,,,,,1600,,,,,,,
BEBIDAS,0206 - GASEOSA,3718,"Gaseosa CUNNINGTON Pomelo light 2,25 lt",7790639003857,CUNNINGTON,2.25,0.00%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,2200,,,,,,,
BEBIDAS,0206 - GASEOSA,,"Gaseosa CUNNINGTON Pomelo light 2,25 lt dia%",,CUNNINGTON,,,"2,200",,,,,,,,,1600,,,,,,,
BEBIDAS,0206 - GASEOSA,3720,"Gaseosa CUNNINGTON Tonica 2,25 lt",7790639003444,CUNNINGTON,2.25,0.00%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,1490,,,,,,,
BEBIDAS,0206 - GASEOSA,3721,"Gaseosa CUNNINGTON Tonica light 2,25 lt",7790639003826,CUNNINGTON,2.25,0.00%,"2,200","1,963","2,200","2,200","2,150","2,200","2,200","1,490",,1490,,,,,,,
BEBIDAS,0206 - GASEOSA,5604,"Gaseosa FANTA Naranja 1,75 lt",7790895007255,FANTA,1.75,0.00%,"4,250","4,250","4,250","4,250",,"4,250","4,250",,,,,,,,,,
BEBIDAS,0206 - GASEOSA,6362,"Gaseosa Manaos Cola 2,25 lt",,MANAOS,2.25,0.30%,"1,710","1,552","1,710","1,240","1,750","1,699","1,240","1,400",,,,,,,,,
BEBIDAS,0206 - GASEOSA,5204,"Gaseosa SCHWEPPES Tonica 1,5 lt",7790895006715,SCHWEPPES,1.5,0.00%,"3,800","3,800","3,800","3,800","3,835","3,800","3,800","3,835",,,,,,,,,
BEBIDAS,0207 - JUGO,2526,Jugo TUTTI Naranja 1 lt,,TUTTI,1,0.80%,"1,558","1,558","1,596","1,519",,"1,596","1,519",,,,,,,,,,
BEBIDAS,0208 - JUGO EN POLVO,5937,Jugo en polvo ARCOR Limonada 18 gr,7790580144333,ARCOR,0.02,0.10%,253,253,,253,,,253,,,,,,,,,,
BEBIDAS,0208 - JUGO EN POLVO,5936,Jugo en polvo ARCOR Naranja & Durazno 18 gr,7790580144326,ARCOR,0.02,0.00%,253,253,,253,,,253,,,,,,,,,,
BEBIDAS,0208 - JUGO EN POLVO,5938,Jugo en polvo ARCOR Naranja 18 gr,7790580144296,ARCOR,0.02,0.00%,253,253,,253,,,253,,,,,,,,,,
BEBIDAS,0208 - JUGO EN POLVO,5939,Jugo en polvo ARCOR Naranja dulce 18 gr,7790580144364,ARCOR,0.02,0.10%,253,253,,253,,,253,,,,,,,,,,
BEBIDAS,0208 - JUGO EN POLVO,5935,Jugo en polvo ARCOR Pomelo rosado 18 gr,7790580423896,ARCOR,0.02,0.00%,253,253,,253,,,253,,,,,,,,,,
BEBIDAS,0209 - SIDRA,2515,Sidra DEL VALLE Fresa Fizz 720 ml,,DEL VALLE,0.72,0.00%,"1,188","1,188",,,,,,,,,2250,,,,,,
BEBIDAS,0210 - VINO,4840,Vino RESERO Blanco TB 1 lt,7790314057021,RESERO,1,0.00%,"1,875","1,875","2,049","1,529",,"2,049","1,529",,,,,,,,,,
BEBIDAS,0210 - VINO,4841,Vino RESERO Tinto TB 1 lt,7790314057014,RESERO,1,0.00%,"2,439","2,439","2,439","2,439",,"2,439","2,439",,,,,,,,,,
BEBIDAS,0210 - VINO,2510,Vino TORO VIEJO Blanco 750 ml,7790314003233,TORO VIEJO,0.75,0.00%,"2,820","2,256","2,820","2,819",,"1,692","2,819",,,,,,,,,,
BEBIDAS,0210 - VINO,2511,Vino TORO VIEJO Tinto 750 ml,7790314003226,TORO VIEJO,0.75,0.00%,"2,820","2,108","2,820",,,"1,692",,,,,,,,,,,
BEBIDAS,0211 - AGUA SIN GAS,5213,"Agua VILLAVICENCIO Sin gas 1,5 lt",7799155000180,VILLAVICENCIO,1.5,0.00%,"2,400","1,810","2,400","2,270","2,400","1,600","2,270","1,560",,,,,,,,,
BEBIDAS,0213 - BEBIDA ISOTONICA,4824,"Bebida isotonica GATORADE Cool blue 1,25 lt",7792170110704,GATORADE,1.25,0.00%,"2,575","1,931","2,550",,"2,600","1,913",,"1,950",,,,,,,,,
BEBIDAS,0213 - BEBIDA ISOTONICA,4823,Bebida isotonica GATORADE Cool blue 500 ml,7792170042258,GATORADE,0.5,0.00%,"2,050","1,538","2,000",,"2,100","1,500",,"1,575",,,,,,,,,
BEBIDAS,0213 - BEBIDA ISOTONICA,4826,Bebida isotonica GATORADE Naranja 500 ml,7792170042012,GATORADE,0.5,0.00%,"2,050","1,538","2,000",,"2,100","1,500",,"1,575",,,,,,,,,
BEBIDAS,0213 - BEBIDA ISOTONICA,4828,"Bebida isotonica POWERADE Manzana 1,5 lt",7790895011245,POWERADE,1.5,0.00%,"2,700","2,160","2,700",,,"2,160",,,,,,,,,,,
BEBIDAS,0214 - APERITIVOS,5203,Americano GANCIA 950 ml,7790950000160,GANCIA,0.95,0.00%,"8,390","6,999","8,445","8,390","8,390","6,334","6,300","6,790",,,,,,,,,
CARNES,0301 - CARNE DE POLLO,4893,Cuarto trasero pollo GTA congelado 3 kg,,GTA,3,3.50%,"16,590","12,055",,,,,,,,,,,,,,,
CARNES,0301 - CARNE DE POLLO,6393,Pollo en trozos GTA congelado 1 kg,,GTA,1,5.20%,"1,413","1,413",,,,,,,,,,,,,,,
CARNES,0301 - CARNE DE POLLO,2905,Pollo entero GTA congelado (bu x8) 1 un,,GTA,2.5,8.80%,"7,874","9,089","8,748",,,"7,435",,,,,,,,,,,
CARNES,0301 - CARNE DE POLLO,,Pollo entero GTA congelado 1KG,,GTA,,,,,,,,,,,,3390,,,,,,,
CARNES,0301 - CARNE DE POLLO,4894,Supremas pollo GTA congelado 3 kg,,GTA,3,0.40%,"26,250","26,250",,,,,,,,28170,,,,,,,
CARNES,0302 - CARNE VACUNA,6304,Asado Pastizales nativos congelado 1 un,,PASTIZALES NATIVOS,,0.00%,"10,283","10,283",,,,,,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,3560,Bola de lomo feteada EL CARMIN envasado al vacio 1 un,,EL CARMIN,1,0.00%,"12,306","12,306","10,899",,,"10,899",,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6291,Bola de lomo SWIFT refrigerado al vacio CHICA 1 un,,SWIFT,,0.00%,"11,444","10,899","10,899",,,"10,899",,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6199,Carnaza SWIFT refrigerado al vacio CHICA 1 un,,SWIFT,1,0.00%,"10,381","10,381",,,,,,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6199,Carnaza SWIFT refrigerado al vacio CHICA 1 un,,SWIFT,1,0.00%,"10,381","10,381",,,,,,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6271,Carne picada SWIFT congelado al vacio (500gr) 1 un,,SWIFT,0.5,3.80%,"6,025","6,025",,,,,,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,4155,Cuadrada feteada EL CARMIN envasado al vacio 1 un,,EL CARMIN,1,0.00%,"13,166","13,166","10,899",,,"10,899",,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6325,Matambre Pastizales nativos envasado al vacio 1 un,,PASTIZALES NATIVOS,,0.00%,"22,541","22,541",,,,,,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6196,Nalga SWIFT refrigerado al vacio 1 un CHICO,,SWIFT,1,0.00%,"15,492","15,492","12,649",,,"12,649",,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6231,Nalga SWIFT refrigerado al vacio 1 un GRANDE,,SWIFT,,0.00%,"17,380","17,380","11,249",,,"11,249",,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,3567,Roast beef EL CARMIN envasado al vacio 1 un,,EL CARMIN,1,0.10%,"13,036","13,036","11,699",,,"11,699",,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6200,Tapa de asado SWIFT refrigerado al vacio 1 un CHICO,,SWIFT,1,0.00%,"8,404","8,404",,,,,,,,,,,,,,,
CARNES,0302 - CARNE VACUNA,6324,Vacio Pastizales nativos envasado al vacio 1 un,,PASTIZALES NATIVOS,,0.00%,"18,131","18,131",,,,,,,,,,,,,,,
CARNES,0303 - EMBUTIDOS,6211,Chorizo DOINA Cerdo (320gr) 1 un,7798140550631,DOINA,0.32,0.00%,"2,977","2,977",,,,,,,,,,,,,,,
CARNES,0303 - EMBUTIDOS,6212,Chorizo DOINA Cerdo Bombon (400gr) 1 un,7798140550648,DOINA,0.4,0.00%,"3,688","3,688",,,,,,,,,,,,,,,
CARNES,0303 - EMBUTIDOS,6287,Chorizo swift Cerdo (400gr) 1 un,7790360980625,SWIFT,,0.00%,"5,144","4,899","4,899",,,"4,899",,,,,,,,,,,
CARNES,0303 - EMBUTIDOS,6215,Morcilla DOINA Criolla (320gr) 1 un,7798140550211,DOINA,0.32,0.00%,"2,104","2,104",,,,,,,,,,,,,,,
CARNES,0303 - EMBUTIDOS,6214,Morcilla DOINA Criolla Bombon (400gr) 1 un,7798140550198,DOINA,0.4,0.00%,"2,600","2,600",,,,,,,,,,,,,,,
CARNES,0303 - EMBUTIDOS,6302,panceta ahumada DOINA mini pieza (320gr) 1 un,,DOINA,,0.00%,"2,305","2,305",,,,,,,,,,,,,,,
CARNES,0303 - EMBUTIDOS,2475,Salchicha LA COMARCA Tradicional (12U) 380 gr,,LA COMARCA,0.38,0.80%,"4,108","3,034","4,335",,"3,490","3,899",,"2,990",,,,,,,,,
CARNES,0303 - EMBUTIDOS,2476,Salchicha LA COMARCA Tradicional (6U) 190 gr,,LA COMARCA,0.19,1.30%,"1,727","1,212","1,559",,"1,730",780,,"1,290",,,,,,,,,
CARNES,0303 - EMBUTIDOS,6213,Salchicha parrillera DOINA Cerdo (300gr) 1 un,7798140550167,DOINA,0.3,0.00%,"2,993","2,993",,,,,,,,,,,,,,,
